ISSN,Journal,Subject,JourQual,FT,Cnrs,EJL,ABS,Den,Hceres,Scopus,ABDC,Fnege,Meta,JourQual_n,FT_n,Cnrs_n,EJL_n,ABS_n,Den_n,Hceres_n,Scopus_n,ABDC_n,Fnege_n,Meta_n,princomp1,h_index,citedness,JourQual2,unjournal_tier
1542-4766,Journal of the European Economic Association,Economics,A,2,1,NA,4,2,A,5.4,A*,1,NA,2,2,2,NA,2,2,1,5.4,1,2,NA,-3.9593500683559353,161,5.2890625,A,2
1053-8372,Journal of the History of Economic Thought,Economics,NA,2,2,NA,2,1,A,1.5,B,4,NA,NA,2,3,NA,4,3,1,1.5,3,5,NA,1.5370860575005767,NA,NA,NA,4
0160-5682,Journal of the Operational Research Society,"OR,MS,POM",B,2,2,S,3,2,A,4.1,A,2,B,4,2,3,4,3,2,1,4.1,2,3,3,-0.9797242814769381,242,2.6825396825396823,B,3
1467-985X,Journal of the Royal Statistical Society. Series A: Statistics in,"OR,MS,POM",A,2,NA,NA,3,1,NA,3.6,A,NA,B,2,2,NA,NA,3,3,NA,3.6,2,NA,3,-1.7402069032096519,NA,NA,A,3
1467-9868,Journal of the Royal Statistical Society. Series B: Statistical,"MOR,MS,POM",A,2,2,NA,4,2,A,8.0,A*,NA,A,2,2,3,NA,2,2,1,8,1,NA,2,-3.331753777080842,NA,NA,A,2
1467-9876,Journal of the Royal Statistical Society. Series C: Applied St,"OR,MS,POM",NA,2,NA,NA,3,2,NA,3.1,A,NA,B,NA,2,NA,NA,3,2,NA,3.1,2,NA,3,-1.0993084566163815,NA,NA,NA,3
0022-5258,Journal of Transport Economics and Policy,Economics,NA,2,3,NA,2,1,B,2.7,A,4,NA,NA,2,4,NA,4,3,2,2.7,2,5,NA,1.5822687929376638,64,0,NA,4
0966-6923,Journal of Transport Geography,"OR,MS,POM",NA,2,NA,S,2,2,NA,6.8,A,4,B,NA,2,NA,4,4,2,NA,6.8,2,5,3,0.949490473285337,156,5.8962655601659755,NA,4
1054-8408,Journal of Travel and Tourism Marketing,Tourism,D,2,3,NA,2,1,B,9.6,A,3,NA,8,2,4,NA,4,3,2,9.6,2,4,NA,2.088336241990086,NA,NA,D,4
0047-2875,Journal of Travel Research,Tourism,NA,2,4,NA,4,1,A,13.3,A*,2,NA,NA,2,5,NA,2,3,1,13.3,1,3,NA,-0.6590271521051994,211,7.851485148514851,NA,3
0094-1190,Journal of Urban Economics,Economics,NA,2,1,NA,3,2,A,6.6,A*,2,NA,NA,2,2,NA,3,2,1,6.6,1,3,NA,-2.531237270790829,186,6.819444444444445,NA,3
0001-8791,Journal of Vocational Behavior,"OS/OB,HRM/IR",B,2,2,P,4,1,A,8.4,A*,2,B,4,2,3,2,2,3,1,8.4,1,3,3,-2.03593323142911,239,5.078125,B,3
1363-6820,Journal of Vocational Education and Training,Education,NA,2,NA,NA,1,1,NA,2.6,B,NA,NA,NA,2,NA,NA,5,3,NA,2.6,3,NA,NA,3.130024894290536,NA,NA,NA,5
1090-9516,Journal of World Business,IB,B,2,1,P,4,2,A,10.8,A*,1,A,4,2,2,2,2,2,1,10.8,1,2,2,-3.3936782188113015,164,9.26086956521739,B,2
1011-6702,Journal of World Trade,Economics,NA,2,4,NA,2,2,C,1.3,B,NA,NA,NA,2,5,NA,4,2,3,1.3,3,NA,NA,1.6988872556046413,44,0.8160919540229885,NA,4
1930-2975,Judgment and Decision Making,Psychology,NA,2,NA,NA,3,1,NA,3.2,A,3,NA,NA,2,NA,NA,3,3,NA,3.2,2,4,NA,0.2446628100856683,80,1.96,NA,4
1092-4604,Knowledge and Process Management,"OR,MS,POM",NA,2,NA,NA,1,1,C,2.7,B,4,NA,NA,2,NA,NA,5,3,3,2.7,3,5,NA,3.150266738562124,63,3.4065934065934065,NA,5
0950-7051,Knowledge Based Systems,"MIS, KM",NA,2,NA,NA,NA,2,NA,NA,A,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,NA,NA,-0.9855957956352235,NA,NA,NA,3
0023-5962,Kyklos,Economics,B,2,2,NA,3,1,A,2.8,A,3,B,4,2,3,NA,3,3,1,2.8,2,4,3,-0.29555973317253276,103,1.5972222222222223,B,3
0023-656X,Labor History,"OS/OB,HRM/IR",NA,2,4,NA,2,2,C,0.8,A,4,B,NA,2,5,NA,4,2,3,0.8,2,5,3,1.4678733166515758,36,0.6732673267326733,NA,4
0160-449X,Labor Studies Journal,"OS/OB,HRM/IR",NA,2,NA,NA,2,1,NA,0.9,B,NA,NA,NA,2,NA,NA,4,3,NA,0.9,3,NA,NA,2.0106050598580265,30,0.6153846153846154,NA,4
1121-7081,Labour,Economics,NA,2,3,NA,1,1,B,1.3,B,NA,NA,NA,2,4,NA,5,3,2,1.3,3,NA,NA,2.502735002412626,NA,NA,NA,4
0927-5371,Labour Economics,Economics,B,2,2,NA,3,2,A,2.5,A,2,B,4,2,3,NA,3,2,1,2.5,2,3,3,-1.367565459873572,126,3,B,3
0023-6942,Labour History,Gen & Strat,NA,2,4,NA,NA,1,C,NA,A,4,NA,NA,2,5,NA,NA,3,3,NA,2,5,NA,2.345540001282878,66,0.1323529411764706,NA,4
0023-7639,Land Economics,Economics,NA,2,2,NA,3,1,A,3.0,A,3,NA,NA,2,3,NA,3,3,1,3,2,4,NA,-0.14084377004066148,155,1.0379746835443038,NA,3
0271-5309,Language and Communication,Comm,NA,2,NA,NA,NA,1,NA,2.6,B,NA,NA,NA,2,NA,NA,NA,3,NA,2.6,3,NA,NA,2.2471295698603773,NA,NA,NA,4
1742-7150,Leadership,"OS/OB,HRM/IR",D,2,4,NA,2,1,C,3.2,B,4,NA,8,2,5,NA,4,3,3,3.2,3,5,NA,3.485620785357258,67,2.146067415730337,D,5
0143-7739,Leadership and Organization Development Journal,Gen & Strat,NA,2,4,NA,1,1,C,4.1,B,4,NA,NA,2,5,NA,5,3,3,4.1,3,5,NA,3.2585107515311367,NA,NA,NA,5
1048-9843,Leadership Quarterly,"OS/OB,HRM/IR",A,2,2,P,4,2,A,13.2,A*,1,A,2,2,3,2,2,2,1,13.2,1,2,2,-3.55192692895812,NA,NA,A,2
0149-0400,Leisure Sciences,Tourism,NA,2,NA,NA,2,1,NA,3.7,A,3,NA,NA,2,NA,NA,4,3,NA,3.7,2,4,NA,0.9849219065503058,112,1.7685950413223142,NA,4
0269-0942,Local Economy,PSM,NA,2,NA,NA,2,1,C,1.8,C,4,NA,NA,2,NA,NA,4,3,3,1.8,4,5,NA,3.0589541554775224,50,1.5348837209302326,NA,5
0300-3930,Local Government Studies,PSM,NA,2,3,NA,2,2,B,3.6,A,3,B,NA,2,4,NA,4,2,2,3.6,2,4,3,0.3064390022271106,59,2.0258620689655173,NA,4
0024-6301,Long Range Planning,Gen & Strat,B,2,2,P,3,2,A,11.5,A,2,B,4,2,3,2,3,2,1,11.5,2,3,3,-1.792583379481024,239,6.427480916030534,B,3
1286-4692,M@n@gement,Gen & Strat,C,2,2,NA,1,1,A,NA,B,2,NA,6,2,3,NA,5,3,1,NA,3,3,NA,1.3458104029298028,36,0.6607142857142857,C,4
1365-1005,Macroeconomic Dynamics,Economics,NA,2,2,NA,2,1,A,1.4,A,3,NA,NA,2,3,NA,4,3,1,1.4,2,4,NA,0.4208344785131981,68,0.5071428571428571,NA,4
1044-5005,Management Accounting Research,F&A,A,2,1,P,3,2,A,5.6,A*,1,A,2,2,2,2,3,2,1,5.6,1,2,2,-3.5610084929008545,131,3.4318181818181817,A,2
1740-8776,Management and Organization Review,Gen & Strat,C,2,3,S,3,1,B,3.6,A,3,B,6,2,4,4,3,3,2,3.6,2,4,3,0.9333824635687027,79,2.335664335664336,C,4
0893-3189,Management Communication Quarterly,Gen & Strat,NA,2,4,S,2,2,B,3.0,B,4,B,NA,2,5,4,4,2,2,3,3,5,3,1.8402329359100296,96,1.8493150684931507,NA,4
0025-1747,Management Decision,Gen & Strat,C,2,4,NA,2,1,B,5.5,B,4,NA,6,2,5,NA,4,3,2,5.5,3,5,NA,2.754205063329053,154,4.52156862745098,C,5
0938-8249,Management International Review,IB,B,2,3,S,3,1,B,4.5,A,3,B,4,2,4,4,3,3,2,4.5,2,4,3,0.37802070590525333,NA,NA,B,4
1350-5076,Management Learning,Gen & Strat,B,2,3,S,3,2,A,3.9,A,2,B,4,2,4,4,3,2,1,3.9,2,3,3,-0.5826112339603072,101,2.5742574257425743,B,3
0025-1909,Management Science,"OR,MS,POM",A+,1,1*,P*,4*,2,A,7.2,A*,1*,A+,1,1,1,1,1,2,1,7.2,1,1,1,-6.890326481877775,447,6.865979381443299,A+,1
0143-6570,Managerial and Decision Economics,Economics,B,2,3,NA,2,1,B,1.2,B,3,NA,4,2,4,NA,4,3,2,1.2,3,4,NA,1.0914651514463698,86,2.5138632162661736,B,4
0268-6902,Managerial Auditing Journal,F&A,C,2,4,NA,2,1,B,3.1,A,3,NA,6,2,5,NA,4,3,2,3.1,2,4,NA,1.823731331758384,94,3.7551020408163267,C,4
0307-4358,Managerial Finance,F&A,NA,2,4,NA,1,1,C,1.5,B,4,NA,NA,2,5,NA,5,3,3,1.5,3,5,NA,3.2585107515311367,65,2.1846153846153844,NA,5
1463-6786,Manchester School,Economics,NA,2,3,NA,2,1,B,1.3,B,NA,NA,NA,2,4,NA,4,3,2,1.3,3,NA,NA,1.751229033757538,72,0.5697674418604651,NA,4
1523-4614,Manufacturing and Service Operations Management,"OR,MS,POM",A,1,2,P*,3,2,A,8.0,A*,1,A,2,1,3,1,3,2,1,8,1,2,2,-4.64999769011229,2,0.8,A,2
0308-597X,Marine Policy,Economics,NA,2,NA,NA,2,2,NA,5.8,A,4,NA,NA,2,NA,NA,4,2,NA,5.8,2,5,NA,0.9372165518479828,139,4.146680942184155,NA,4
1479-2931,Maritime Economics and Logistics,Economics,NA,2,NA,S,1,1,NA,4.2,B,NA,NA,NA,2,NA,4,5,3,NA,4.2,3,NA,NA,2.5955083053762227,NA,NA,NA,4
0263-4503,Marketing Intelligence and Planning,Marketing,D,2,NA,NA,1,1,NA,4.4,A,NA,NA,8,2,NA,NA,5,3,NA,4.4,2,NA,NA,3.8517346938831745,NA,NA,D,5
0923-0645,Marketing Letters,Marketing,B,2,2,P,3,2,A,3.5,A,2,B,4,2,3,2,3,2,1,3.5,2,3,3,-1.792583379481024,110,2.5135135135135136,B,3
0732-2399,Marketing Science,Marketing,A+,1,1,P*,4*,2,A,6.3,A*,1*,A+,1,1,2,1,1,2,1,6.3,1,1,1,-6.493213434361143,221,5.757142857142857,A+,1
1470-5931,Marketing Theory,Marketing,C,2,3,NA,3,2,B,5.0,A,3,B,6,2,4,NA,3,2,2,5,2,4,3,0.28634382823183036,90,3.1315789473684212,C,4
0960-1627,Mathematical Finance,F&A,B,2,2,S,3,2,A,4.2,A,2,B,4,2,3,4,3,2,1,4.2,2,3,3,-0.9797242814769381,127,1.691358024691358,B,3
1432-2994,Mathematical Methods of Operations Research,"OR,MS,POM",B,2,3,NA,1,2,B,1.9,NA,NA,NA,4,2,4,NA,5,2,2,1.9,NA,NA,NA,0.5960064625976486,59,0.8648648648648649,B,4
0025-5610,Mathematical Programming,"OR,MS,POM",A,2,NA,NA,4,2,NA,6.8,NA,NA,NA,2,2,NA,NA,2,2,NA,6.8,NA,NA,NA,-3.6899122013195753,221,1.8620689655172413,A,2
0165-4896,Mathematical Social Sciences,Economics,NA,2,2,NA,2,1,A,1.3,A,NA,NA,NA,2,3,NA,4,3,1,1.3,2,NA,NA,0.31542336627170475,75,0.6737588652482269,NA,4
0364-765X,Mathematics of Operations Research,"OR,MS,POM",A,2,1,NA,3,2,A,3.6,A,NA,B,2,2,2,NA,3,2,1,3.6,2,NA,3,-2.820122293603815,161,1.7232142857142858,A,2
0163-4437,"Media, Culture and Society",Comm,NA,2,NA,NA,NA,2,NA,4.4,B,NA,NA,NA,2,NA,NA,NA,2,NA,4.4,3,NA,NA,0.4880302265652846,NA,NA,NA,4
0887-378X,Milbank Quarterly,PSM,NA,2,2,NA,3,1,A,4.0,B,2,B,NA,2,3,NA,3,3,1,4,3,3,3,-0.18771437442551245,NA,NA,NA,3
1540-1960,MIS Quarterly Executive,"MIS, KM",B,2,NA,P,2,2,B,11.6,A,3,B,4,2,NA,2,4,2,2,11.6,2,4,3,-0.8936795057974013,56,1.0612244897959184,B,3
0276-7783,MIS Quarterly: Management Information Systems,"MIS, KM",A+,1,1*,P*,4*,2,A,14.7,A*,1*,A+,1,1,1,1,1,2,1,14.7,1,1,1,-6.890326481877775,NA,NA,A+,1
1532-9194,MIT Sloan Management Review,Gen & Strat,C,1,NA,P*,3,2,A,4.6,A,2,B,6,1,NA,1,3,2,1,4.6,2,3,3,-2.671769175251367,82,1.75,C,3
0098-1818,Monthly Labor Review,"OS/OB,HRM/IR",NA,2,4,NA,NA,NA,C,0.7,B,NA,NA,NA,2,5,NA,NA,NA,3,0.7,3,NA,NA,3.2132816054744198,53,1.5535714285714286,NA,5
1525-383X,Multinational Business Review,IB,C,2,3,P,2,NA,B,4.8,B,4,NA,6,2,4,2,4,NA,2,4.8,3,5,NA,1.2382915372157441,47,2.5609756097560976,C,4
0027-3171,Multivariate Behavioral Research,Psychology,B,2,NA,NA,NA,1,NA,4.5,A,NA,NA,4,2,NA,NA,NA,3,NA,4.5,2,NA,NA,-0.14185240149369763,154,2.4272727272727272,B,3
0027-9501,National Institute Economic Review,Economics,NA,2,NA,NA,1,1,NA,1.5,B,NA,NA,NA,2,NA,NA,5,3,NA,1.5,3,NA,NA,3.130024894290536,60,1.3298969072164948,NA,5
0028-0283,National Tax Journal,Economics,A,2,2,NA,2,1,A,NA,A,NA,B,2,2,3,NA,4,3,1,NA,2,NA,3,-1.0073092537954642,110,1.5,A,3
0894-069X,Naval Research Logistics,"OR,MS,POM",B,2,3,S,3,1,B,1.8,B,NA,B,4,2,4,4,3,3,2,1.8,3,NA,3,0.746722641674006,97,1.5661764705882353,B,4
0748-4526,Negotiation Journal,Gen & Strat,C,2,NA,NA,2,1,NA,0.8,B,4,NA,6,2,NA,NA,4,3,NA,0.8,3,5,NA,2.562332801784722,57,0.475,C,4
0268-1072,"New Technology, Work and Employment","OS/OB,HRM/IR",NA,2,NA,S,3,1,NA,5.2,A,3,B,NA,2,NA,4,3,3,NA,5.2,2,4,3,0.4971299824123473,73,3.7613636363636362,NA,4
0899-7640,Nonprofit and Voluntary Sector Quarterly,PSM,B,2,3,S,3,1,B,3.5,A,2,B,4,2,4,4,3,3,2,3.5,2,3,3,-0.014338144847452959,118,2.366279069767442,B,3
1048-6682,Nonprofit Management & Leadership,PSM,B,2,NA,NA,1,1,NA,3.3,B,4,NA,4,2,NA,NA,5,3,NA,3.3,3,5,NA,2.127999039422758,82,2.3398058252427183,B,4
1092-0277,North American Actuarial Journal,F&A,NA,2,4,NA,2,1,B,1.6,A,3,NA,NA,2,5,NA,4,3,2,1.6,2,4,NA,1.580580923989899,67,1.2916666666666667,NA,4
0305-0483,OMEGA,"OR,MS,POM",B,2,2,P,3,2,A,11.7,A,3,B,4,2,3,2,3,2,1,11.7,2,4,3,-1.4002245287283177,NA,NA,B,3
0030-364X,Operations Research,"OR,MS,POM",A+,1,1,P*,4*,2,A,4.3,A*,1*,A,1,1,2,1,1,2,1,4.3,1,1,2,-6.493213434361143,289,2.964179104477612,A+,1
0167-6377,Operations Research Letters,"OR,MS,POM",B,2,2,S,2,2,A,1.7,A,NA,B,4,2,3,4,4,2,1,1.7,2,NA,3,-0.35268645659010256,116,0.8697183098591549,B,3
0171-6468,OR Spectrum,"OR,MS,POM",A,2,3,S,3,1,B,NA,B,NA,B,2,2,4,4,3,3,2,NA,3,NA,3,0.0067405487462804045,92,1.6666666666666667,A,3
1350-5084,Organization,"OS/OB,HRM/IR",B,2,1,S,3,2,A,4.8,A,2,B,4,2,2,4,3,2,1,4.8,2,3,3,-1.376837328993569,132,2.7794117647058822,B,3
1086-0266,Organization and Environment,Gen & Strat,B,2,2,S,3,2,A,5.8,A,3,B,4,2,3,4,3,2,1,5.8,2,4,3,-0.5873654307242319,NA,NA,B,3
1047-7039,Organization Science,"OS/OB,HRM/IR",A+,1,1,P*,4*,2,A,5.6,A*,1*,A+,1,1,2,1,1,2,1,5.6,1,1,1,-6.493213434361143,360,6.536082474226804,A+,1
0170-8406,Organization Studies,"OS/OB,HRM/IR",A,1,1,P*,4,2,A,7.7,A*,1,A,2,1,2,1,2,2,1,7.7,1,2,2,-5.435142221202817,223,4.2748538011695905,A,2
0749-5978,Organizational Behavior and Human Decision Processes,"OS/OB,HRM/IR",A,1,1,P*,4,2,A,4.6,A*,1,A,2,1,2,1,2,2,1,4.6,1,2,2,-5.435142221202817,241,3.3780487804878048,A,2
0090-2616,Organizational Dynamics,"OS/OB,HRM/IR",C,2,2,S,3,1,A,2.8,A,2,B,6,2,3,4,3,3,1,2.8,2,3,3,0.14391056529936566,156,3.074766355140187,C,3
2041-3866,Organizational Psychology Review,"OS/OB,HRM/IR",NA,2,NA,NA,2,1,C,6.1,A,4,B,NA,2,NA,NA,4,3,3,6.1,2,5,3,1.7610611287174547,46,4.9,NA,4
1094-4281,Organizational Research Methods,Gen & Strat,A,2,2,P,4,2,A,13.7,A*,1,A,2,2,3,2,2,2,1,13.7,1,2,2,-3.55192692895812,156,7.122448979591836,A,2
0305-9049,Oxford Bulletin of Economics and Statistics,Economics,NA,2,2,NA,3,1,A,2.2,A,3,NA,NA,2,3,NA,3,3,1,2.2,2,4,NA,-0.14084377004066148,131,1.5639097744360901,NA,3
0030-7653,Oxford Economic Papers,Economics,NA,2,2,NA,3,1,A,2.0,A,3,NA,NA,2,3,NA,3,3,1,2,2,4,NA,-0.14084377004066148,144,1.278688524590164,NA,3
0266-903X,Oxford Review of Economic Policy,Economics,NA,2,3,NA,2,1,B,7.9,A,NA,NA,NA,2,4,NA,4,3,2,7.9,2,NA,NA,1.095086758198535,140,2.801980198019802,NA,4
0927-538X,Pacific Basin Finance Journal,F&A,NA,2,4,S,2,1,B,3.2,A,3,B,NA,2,5,4,4,3,2,3.2,2,4,3,1.5261120258796594,94,5.426592797783933,NA,4
1361-374X,Pacific Economic Review,Economics,NA,2,3,NA,2,1,B,1.4,B,NA,NA,NA,2,4,NA,4,3,2,1.4,3,NA,NA,1.751229033757538,50,0.8714285714285714,NA,4
1056-8190,Papers in Regional Science,Economics,NA,2,2,NA,3,1,A,3.8,A,3,NA,NA,2,3,NA,3,3,1,3.8,2,4,NA,-0.14084377004066148,104,2,NA,3
0191-8869,Personality and Individual Differences,Psychology,NA,2,NA,NA,3,2,NA,4.9,A,NA,NA,NA,2,NA,NA,3,2,NA,4.9,2,NA,NA,-1.0993084566163815,271,4.039313795568263,NA,3
0146-1672,Personality and Social Psychology Bulletin,Psychology,NA,2,NA,NA,4,1,NA,6.1,A*,NA,NA,NA,2,NA,NA,2,3,NA,6.1,1,NA,NA,-2.0113033080247287,NA,NA,NA,3
0031-5826,Personnel Psychology,"OS/OB,HRM/IR",A,2,1,P,4*,2,A,10.6,A*,1,A,2,2,2,2,1,2,1,10.6,1,2,2,-4.337071460048648,243,2.0074626865671643,A,2
0048-3486,Personnel Review,"OS/OB,HRM/IR",D,2,3,S,2,1,B,3.8,A,3,B,8,2,4,4,4,3,2,3.8,2,4,3,1.8767757048060487,113,3.5660377358490565,D,4
0031-8248,Philosophy of Science,Sociology,A,2,NA,NA,NA,2,NA,1.9,NA,NA,NA,2,2,NA,NA,NA,2,NA,1.9,NA,NA,NA,-3.683860476048137,141,1.2418032786885247,A,2
0305-5736,Policy and Politics,PSM,NA,2,2,NA,3,2,A,5.9,A,3,B,NA,2,3,NA,3,2,1,5.9,2,4,3,-0.8351124690650996,77,4.615384615384615,NA,3
0032-2687,Policy Sciences,PSM,NA,2,NA,NA,1,2,NA,6.3,B,NA,B,NA,2,NA,NA,5,2,NA,6.3,3,NA,3,2.0310655617575075,97,3.3214285714285716,NA,4
0144-2872,Policy Studies,Gen & Strat,NA,2,NA,NA,2,1,NA,2.9,B,NA,NA,NA,2,NA,NA,4,3,NA,2.9,3,NA,NA,2.0106050598580265,54,2.3854166666666665,NA,4
0190-292X,Policy Studies Journal,PSM,NA,2,NA,NA,NA,2,NA,7.8,B,NA,NA,NA,2,NA,NA,NA,2,NA,7.8,3,NA,NA,0.4880302265652846,104,2.506172839506173,NA,4
1058-4609,Political Communication,Comm,NA,2,NA,NA,NA,2,NA,8.4,A,NA,NA,NA,2,NA,NA,NA,2,NA,8.4,2,NA,NA,-0.9855957956352235,119,5.067796610169491,NA,3
1538-165X,Political Science Quarterly,PSM,NA,2,NA,NA,NA,1,NA,2.6,A,NA,NA,NA,2,NA,NA,NA,3,NA,2.6,2,NA,NA,0.7735035476598682,197,2.159851301115242,NA,4
0032-3217,Political Studies,Sociology,NA,2,NA,NA,2,2,NA,4.0,B,NA,NA,NA,2,NA,NA,4,2,NA,4,3,NA,NA,0.9116457273249979,134,3.488721804511278,NA,4
1743-923X,Politics & Gender,Sociology,NA,2,NA,NA,NA,2,NA,1.8,A,NA,NA,NA,2,NA,NA,NA,2,NA,1.8,2,NA,NA,-0.9855957956352235,64,1.6732673267326732,NA,3
0032-3292,Politics and Society,PSM,NA,2,NA,NA,3,2,NA,3.2,B,NA,B,NA,2,NA,NA,3,2,NA,3.2,3,NA,3,-0.20777410710751315,NA,NA,NA,3
1544-8444,"Population, Space and Place",Sociology,NA,2,NA,NA,NA,1,NA,5.0,A,NA,NA,NA,2,NA,NA,NA,3,NA,5,2,NA,NA,0.7735035476598682,91,2.1848739495798317,NA,4
1059-1478,Production and Operations Management,"OR,MS,POM",A,1,NA,P*,4,2,A,5.7,A*,1,A,2,1,NA,1,2,2,1,5.7,1,2,2,-5.525807785088841,154,4.628617363344051,A,2
0953-7287,Production Planning and Control,"OR,MS,POM",C,2,2,NA,3,2,A,8.2,A,2,B,6,2,3,NA,3,2,1,8.2,2,3,3,-0.6449803616226469,NA,NA,C,3
0309-1325,Progress in Human Geography,Sociology,NA,2,NA,NA,3,2,NA,12.7,NA,NA,NA,NA,2,NA,NA,3,2,NA,12.7,NA,NA,NA,-1.1481386032328444,192,7.0625,NA,3
8756-9728,Project Management Journal,Gen & Strat,C,2,3,NA,1,2,B,5.1,B,4,B,6,2,4,NA,5,2,2,5.1,3,5,3,2.125324998421909,98,4.910112359550562,C,4
0810-9028,Prometheus,Comm,NA,2,NA,NA,2,1,NA,NA,B,NA,NA,NA,2,NA,NA,4,3,NA,NA,3,NA,NA,2.0106050598580265,NA,NA,NA,4
0033-2909,Psychological Bulletin,Psychology,NA,2,NA,NA,4,2,NA,38.8,A*,NA,NA,NA,2,NA,NA,2,2,NA,38.8,1,NA,NA,-3.110262640557759,594,11.312977099236642,NA,2
1082-989X,Psychological Methods,Psychology,NA,2,NA,NA,NA,2,NA,17.0,NA,NA,NA,NA,2,NA,NA,NA,2,NA,17,NA,NA,NA,-1.0212357357474136,203,4.145299145299146,NA,3
0340-0727,Psychological Research,Psychology,NA,2,NA,NA,3,2,NA,4.3,A,NA,NA,NA,2,NA,NA,3,2,NA,4.3,2,NA,NA,-1.0993084566163815,116,2.1373134328358208,NA,3
0033-295X,Psychological Review,Psychology,NA,2,NA,NA,4,2,NA,13.8,A*,NA,NA,NA,2,NA,NA,2,2,NA,13.8,1,NA,NA,-3.110262640557759,477,5.732919254658385,NA,2
0956-7976,Psychological Science,Psychology,NA,2,NA,NA,4*,2,NA,10.3,A*,NA,NA,NA,2,NA,NA,1,2,NA,10.3,1,NA,NA,-4.229682474990269,370,4.797814207650274,NA,2
0742-6046,Psychology and Marketing,Marketing,B,2,3,S,3,2,A,4.5,A,2,B,4,2,4,4,3,2,1,4.5,2,3,3,-0.5826112339603072,5,1.5555555555555556,B,3
0361-6843,Psychology of Women Quarterly,"OS/OB,HRM/IR",NA,2,NA,NA,3,1,NA,4.7,A,NA,B,NA,2,NA,NA,3,3,NA,4.7,2,NA,3,-3.491240833502107e-4,156,1.7641509433962264,NA,3
0033-3123,Psychometrika,Psychology,NA,2,NA,NA,3,2,NA,3.7,NA,NA,NA,NA,2,NA,NA,3,2,NA,3.7,NA,NA,NA,-1.1481386032328444,207,2.569620253164557,NA,3
0033-3298,Public Administration,PSM,B,2,3,S,4,2,B,3.9,A,2,B,4,2,4,4,2,2,2,3.9,2,3,3,-0.9706427175342036,135,3.574162679425837,B,3
0271-2075,Public Administration and Development,PSM,NA,2,3,NA,2,1,B,2.8,A,3,NA,NA,2,4,NA,4,3,2,2.8,2,4,NA,1.0007077012515484,65,2.4827586206896552,NA,4
0734-9149,Public Administration Quarterly,PSM,C,2,NA,NA,1,1,NA,NA,A,NA,NA,6,2,NA,NA,5,3,NA,NA,2,NA,NA,2.4569418410792925,30,0.972972972972973,C,4
0033-3352,Public Administration Review,PSM,B,2,1,S,4*,2,A,7.3,A,1,A,4,2,2,4,1,2,1,7.3,2,2,2,-2.545259146894068,NA,NA,B,3
0048-5829,Public Choice,PSM,NA,2,1,NA,3,2,A,2.1,A,NA,B,NA,2,2,NA,3,2,1,2.1,2,NA,3,-2.0477511643899406,152,1.3950617283950617,NA,3
1091-1421,Public Finance Review,Economics,B,2,4,NA,NA,1,C,1.5,B,NA,NA,4,2,5,NA,NA,3,3,1.5,3,NA,NA,1.5705444670780335,50,0.7758620689655172,B,4
1471-9037,Public Management Review,PSM,NA,2,2,NA,4,2,A,6.4,A,3,B,NA,2,3,NA,2,2,1,6.4,2,4,3,-1.3967907176189587,109,4.701680672268908,NA,3
0954-0962,Public Money and Management,PSM,C,2,3,NA,2,1,B,2.3,B,3,NA,6,2,4,NA,4,3,2,2.3,3,4,NA,1.8228808734745756,68,1.7324561403508771,C,4
0033-362X,Public Opinion Quarterly,Marketing,NA,2,NA,NA,3,2,NA,5.1,A,NA,B,NA,2,NA,NA,3,2,NA,5.1,2,NA,3,-1.0993084566163815,197,2.404580152671756,NA,3
0363-8111,Public Relations Review,Marketing,NA,2,NA,NA,NA,1,NA,5.6,A,NA,NA,NA,2,NA,NA,NA,3,NA,5.6,2,NA,NA,0.7735035476598682,132,4.5073891625615765,NA,4
0963-6625,Public Understanding of Science,Innovation,NA,2,NA,NA,NA,2,NA,5.3,NA,NA,NA,NA,2,NA,NA,NA,2,NA,5.3,NA,NA,NA,-1.0212357357474136,106,3.086206896551724,NA,3
1352-2752,Qualitative Market Research,Marketing,C,2,4,NA,2,1,C,2.5,B,4,NA,6,2,5,NA,4,3,3,2.5,3,5,NA,2.754205063329053,82,1.7457627118644068,C,5
1176-6093,Qualitative Research in Accounting and Management,F&A,NA,2,4,NA,2,1,C,2.0,A,4,NA,NA,2,5,NA,4,3,3,2,2,5,NA,2.162142015676013,NA,NA,NA,4
0033-5177,Quality and Quantity,"OR,MS,POM",NA,2,NA,NA,NA,1,NA,4.6,B,NA,NA,NA,2,NA,NA,NA,3,NA,4.6,3,NA,NA,2.2471295698603773,96,2.9284332688588006,NA,4
1068-6967,Quality Management Journal,"OR,MS,POM",NA,2,4,NA,NA,1,C,2.3,B,NA,NA,NA,2,5,NA,NA,3,3,2.3,3,NA,NA,2.881779096941553,NA,NA,NA,5
1759-7323,Quantitative Economics,Economics,NA,2,1,NA,4,2,A,3.0,A*,NA,NA,NA,2,2,NA,2,2,1,3,1,NA,NA,-3.4553994086040345,50,2.383177570093458,NA,2
1469-7688,Quantitative Finance,F&A,B,2,3,S,3,1,B,2.8,A,3,B,4,2,4,4,3,3,2,2.8,2,4,3,0.37802070590525333,106,1.7665198237885462,B,4
1570-7156,Quantitative Marketing and Economics,Marketing,B,2,3,P,3,2,A,1.9,A,2,B,4,2,4,2,3,2,1,1.9,2,3,3,-1.3954703319643933,58,1.9230769230769231,B,3
